,Unnamed: 0,suburb,postcode,p_type,median_sell,avg_days_on_market,clearance,n_sold,h_range,l_range,median_rent,2022_median,2022_growth,2022_n_sold,2021_median,2021_growth,2021_n_sold,2020_median,2020_growth,2020_n_sold,2019_median,2019_growth,2019_n_sold,2018_median,2018_growth,2018_n_sold
4424,hazelwood-south,3840, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4425,hazelwood-south,3840, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4426,jeeralang-junction,3840, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4427,jeeralang-junction,3840, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4428,jeeralang-junction,3840, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4429,churchill,3842, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4430,churchill,3842, 3_house,$335k,33 days,-,94,437k,252k,320,$335k,34%,94,$250k,23.8%,103,$202k,6.9%,71,$189k,8%,79,$175k,-3.8%,79,
4431,churchill,3842, 4_house,$430k,54 days,-,34,795k,285k,450,$430k,26.8%,34,$339k,25.6%,23,$270k,10.2%,25,$245k,-7.5%,13,$265k,-23.4%,23,
4432,churchill,3842, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4433,callignee,3844, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4434,callignee,3844, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4435,callignee,3844, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4436,koornalla,3844, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4437,traralgon,3844, 2_house,$348k,65 days,-,58,475k,205k,340,$348k,20.8%,58,$288k,25.2%,65,$230k,3.6%,52,$222k,-5.1%,54,$234k,18.8%,55,
4438,traralgon,3844, 3_house,$430k,40 days,-,405,629k,300k,390,$430k,23.2%,405,$349k,14.4%,452,$305k,7.4%,331,$284k,4.4%,322,$272k,0.7%,401,
4439,traralgon,3844, 4_house,$585k,90 days,-,172,854k,379k,460,$585k,25.5%,172,$466k,9.6%,239,$425k,2.4%,180,$415k,6.4%,170,$390k,-,183,
4440,traralgon,3844, 5_house,$675k,118 days,-,28,1.15m,451k,,$675k,15.4%,28,$585k,29.4%,19,$452k,-6.8%,24,$485k,-6.7%,15,$520k,31.6%,29,
4441,traralgon,3844, 1_unit,$188k,63 days,-,11,240k,105k,250,$188k,34.3%,11,$140k,-,11,N/A,-,4,N/A,-,4,N/A,-,2,
4442,traralgon,3844, 2_unit,$293k,66 days,-,42,395k,179k,320,$293k,30.2%,42,$225k,7.1%,41,$210k,7.1%,40,$196k,8.3%,22,$181k,-6.2%,24,
4443,traralgon,3844, 3_unit,$338k,-,-,12,420k,240k,385,$338k,6.6%,12,$317k,1.3%,14,$313k,-,14,N/A,-,6,N/A,-,7,
4444,traralgon-south,3844, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4445,traralgon-south,3844, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4446,traralgon-south,3844, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4447,tyers,3844, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4448,tyers,3844, 3_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4449,tyers,3844, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4450,tyers,3844, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4451,rosedale,3847, 3_house,$410k,61 days,-,21,620k,268k,,$410k,41.4%,21,$290k16.5%302020$249k,-13.2%,,$249k,-13.2%,20,$287k,19.6%,14,$240k,14.3%,32,
4452,rosedale,3847, 4_house,$480k,-,-,12,720k,310k,,$480k,8.8%,12,$441k,-,16,N/A,-,8,$368k,18.3%,15,$311k,-,10,
4453,rosedale,3847, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4454,willung,3847, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4455,wurruk,3850, 3_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4456,wurruk,3850, 4_house,$750k,72 days,-,12,972k,280k,,$750k,16.3%,12,$645k,-4.2%,15,$673k,24.6%,10,$540k,-,13,N/A,-,9,
4457,wurruk,3850, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4458,bundalaguah,3851, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4459,bundalaguah,3851, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4460,bundalaguah,3851, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4461,golden-beach,3851, 2_house,$350k,43 days,-,14,450k,235k,,$350k,38.9%,14,$252k,-,12,N/A,-,6,N/A,-,9,N/A,-,3,
4462,golden-beach,3851, 3_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4463,golden-beach,3851, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4464,loch-sport,3851, 2_house,$300k,46 days,-,30,512k,189k,,$300k,22.4%,30,$245k,15.6%,29,$212k,1%,17,$210k,13.5%,17,$185k,23.3%,27,
4465,loch-sport,3851, 3_house,$390k,54 days,-,58,565k,247k,,$390k,25.8%,58,$310k,27.6%,61,$243k,-3.2%,58,$251k,10.6%,38,$227k,19.5%,57,
4466,loch-sport,3851, 4_house,$500k,64 days,-,15,750k,155k,,$500k,46.2%,15,$342k,5.2%,25,$325k,20.4%,13,$270k,-10%,19,$300k,25%,18,
4467,loch-sport,3851, 2_unit,-,-,-,2,,,,,,,,,,,,,,,,,,,
4468,longford,3851, 3_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4469,longford,3851, 4_house,$680k,83 days,-,12,907k,420k,,$680k,-2.2%,12,$695k,-,13,N/A,-,9,N/A,-,5,N/A,-,9,
4470,longford,3851, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4471,paradise-beach,3851, 2_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4472,paradise-beach,3851, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4473,paradise-beach,3851, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4474,paradise-beach,3851, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4475,seaspray,3851, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4476,seaspray,3851, 3_house,$377k,94 days,-,12,620k,223k,,$377k,35.6%,12,$278k,-,14,N/A,-,5,N/A,-,7,$271k,-,13,
4477,seaspray,3851, 4_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
4478,the-honeysuckles,3851, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4479,the-honeysuckles,3851, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
4480,the-honeysuckles,3851, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4481,the-honeysuckles,3851, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4482,glengarry,3854, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4483,glengarry,3854, 4_house,$640k,33 days,-,12,1.5m,500k,,$640k,-,12,N/A,-,5,N/A,-,4,N/A,-,4,N/A,-,5,
4484,glengarry-north,3854, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4485,glengarry-north,3854, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4486,toongabbie,3856, 3_house,$525k,40 days,-,13,785k,320k,,$525k,-2.8%,13,$540k,-,11,N/A,-,8,N/A,-,7,$282k,-,24,
4487,toongabbie,3856, 4_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
4488,toongabbie,3856, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4489,cowwarr,3857, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4490,denison,3858, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4491,glenmaggie,3858, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4492,glenmaggie,3858, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4493,glenmaggie,3858, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4494,heyfield,3858, 2_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
4495,heyfield,3858, 3_house,$363k,61 days,-,32,599k,215k,,$363k,21.4%,32,$299k,39.1%,41,$215k,-9.7%,15,$238k,-2.9%,23,$245k,28.9%,17,
4496,heyfield,3858, 4_house,$475k,99 days,-,14,830k,310k,,$475k,15.9%,14,$410k,37.1%,19,$299k,-,10,N/A,-,3,N/A,-,5,
4497,heyfield,3858, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4498,seaton,3858, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4499,seaton,3858, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4500,seaton,3858, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4501,boisdale,3860, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4502,boisdale,3860, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4503,briagolong,3860, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4504,briagolong,3860, 3_house,$471k,69 days,-,17,895k,290k,,$471k,43.2%,17,$329k,6.5%,15,$309k,-,10,N/A,-,5,N/A,-,7,
4505,briagolong,3860, 4_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4506,briagolong,3860, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4507,coongulla,3860, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4508,coongulla,3860, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4509,coongulla,3860, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4510,coongulla,3860, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4511,maffra,3860, 2_house,$312k,57 days,-,22,382k,200k,,$312k,23.3%,22,$253k,20.5%,16,$210k,-5.8%,11,$223k,10.4%,16,$202k,3.1%,14,
4512,maffra,3860, 3_house,$385k,84 days,-,69,620k,250k,380,$385k,20.3%,69,$320k,11.1%,87,$288k,12.9%,67,$255k,0.8%,55,$253k,-1.6%,53,
4513,maffra,3860, 4_house,$485k,41 days,-,25,760k,300k,,$485k,24.4%,25,$390k,-3.7%,24,$405k,8%,25,$375k,4.5%,18,$359k,-1.6%,32,
4514,maffra,3860, 5_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4515,maffra,3860, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4516,dargo,3862, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4517,dargo,3862, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4518,munro,3862, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4519,stratford,3862, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4520,stratford,3862, 3_house,$440k,47 days,-,33,775k,155k,450,$440k,37.5%,33,$320k,2.2%,35,$313k,13.8%,34,$275k,10%,21,$250k,-22.6%,26,
4521,stratford,3862, 4_house,$471k,31 days,-,24,747k,370k,470,$471k,28.7%,24,$366k,-1.1%,19,$370k,-6.3%,31,$395k,19.7%,28,$330k,1.5%,17,
4522,stratford,3862, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4523,stratford,3862, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4524,lindenow,3865, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4525,lindenow,3865, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4526,lindenow,3865, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4527,yinnar-south,3869, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4528,yinnar-south,3869, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4529,yinnar-south,3869, 4_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4530,boolarra,3870, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4531,boolarra,3870, 3_house,$389k,-,-,11,725k,183k,,$389k,28.8%,11,$302k,-,14,N/A,-,9,N/A,-,7,$246k,-,10,
4532,boolarra,3870, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4533,boolarra,3870, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4534,mirboo-north,3871, 2_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4535,mirboo-north,3871, 3_house,$540k,41 days,-,23,749k,380k,,$540k,27.7%,23,$423k,31%,42,$323k,-12%,26,$367k,21.1%,25,$303k,24.7%,30,
4536,mirboo-north,3871, 4_house,$690k,42 days,-,13,1.375m,607k,,$690k,40.8%,13,$490k,-2%,13,$500k,25.6%,12,$398k,-,13,N/A,-,6,
4537,mirboo-north,3871, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4538,mirboo-north,3871, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4539,mirboo-north,3871, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4540,mcloughlins-beach,3874, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4541,mcloughlins-beach,3874, 3_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4542,mcloughlins-beach,3874, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4543,bairnsdale,3875, 2_house,$293k,54 days,-,47,422k,235k,320,$293k,12.7%,47,$260k,8.8%,62,$239k,4.8%,33,$228k,6%,43,$215k,11.4%,36,
4544,bairnsdale,3875, 3_house,$425k,54 days,-,129,610k,280k,400,$425k,31.2%,129,$324k,13.7%,164,$285k,5.9%,126,$269k,-2.2%,109,$275k,3%,141,
4545,bairnsdale,3875, 4_house,$555k,72 days,-,45,805k,370k,460,$555k,27.9%,45,$434k,20.6%,52,$360k,-8.2%,29,$392k,8.3%,40,$362k,3.4%,26,
4546,bairnsdale,3875, 5_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
4547,bairnsdale,3875, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4548,bairnsdale,3875, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4549,bengworden,3875, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4550,clifton-creek,3875, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4551,clifton-creek,3875, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4552,east-bairnsdale,3875, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4553,east-bairnsdale,3875, 3_house,$373k,29 days,-,24,700k,220k,,$373k,23.9%,24,$301k,-4.4%,26,$315k,40%,11,$225k,-,13,N/A,-,8,
4554,east-bairnsdale,3875, 4_house,$525k,-,-,13,1.055m,270k,,$525k,-,13,N/A,-,6,N/A,-,5,N/A,-,5,N/A,-,5,
4555,east-bairnsdale,3875, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4556,east-bairnsdale,3875, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4557,east-bairnsdale,3875, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4558,eastwood,3875, 3_house,$535k,40 days,-,30,675k,440k,400,$535k,25.9%,30,$425k,14.6%,35,$371k,-1.1%,30,$375k,9%,35,$344k,-1.7%,35,
4559,eastwood,3875, 4_house,$637k,37 days,-,34,870k,500k,480,$637k,23.9%,34,$514k,12.2%,28,$458k,6.5%,33,$430k,2.4%,35,$420k,1%,33,
4560,eastwood,3875, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4561,ellaswood,3875, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4562,ellaswood,3875, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4563,ellaswood,3875, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4564,granite-rock,3875, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4565,lucknow,3875, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4566,lucknow,3875, 3_house,$395k,-,-,12,585k,300k,,$395k,23.8%,12,$319k,2.9%,19,$310k,-4.9%,13,$326k,15.2%,14,$283k,10.5%,18,
4567,lucknow,3875, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4568,lucknow,3875, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4569,newlands-arm,3875, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4570,newlands-arm,3875, 3_house,$550k,-,-,10,690k,465k,,$550k,-,10,N/A,-,8,$443k,-,13,N/A,-,9,$360k,-0.8%,14,
4571,newlands-arm,3875, 4_house,$660k,55 days,-,12,1.33m,540k,,$660k,14.8%,12,$575k,-,13,N/A,-,7,N/A,-,7,$435k,-,12,
4572,newlands-arm,3875, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4573,sarsfield,3875, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4574,sarsfield,3875, 3_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4575,sarsfield,3875, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4576,sarsfield,3875, 5_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4577,walpa,3875, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4578,wy-yung,3875, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4579,wy-yung,3875, 3_house,$490k,36 days,-,20,960k,80k,,$490k,21.6%,20,$403k,22.1%,18,$330k,0.6%,19,$328k,-5.5%,14,$347k,11.9%,16,
4580,wy-yung,3875, 4_house,$835k,89 days,-,23,1.4m,460k,,$835k,49.6%,23,$558k,10.5%,16,$505k,-,12,N/A,-,9,$460k,-1.1%,17,
4581,wy-yung,3875, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4582,eagle-point,3878, 2_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
4583,eagle-point,3878, 3_house,$578k,65 days,-,16,1.3m,325k,,$578k,48.6%,16,$389k,-8.5%,29,$425k,18.1%,19,$360k,17.3%,24,$307k,9.6%,16,
4584,eagle-point,3878, 4_house,$715k,60 days,-,13,1.325m,440k,,$715k,44.4%,13,$495k,9.8%,13,$451k,-,18,N/A,-,9,N/A,-,6,
4585,eagle-point,3878, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4586,paynesville,3880, 2_house,$369k,49 days,-,26,565k,218k,340,$369k,21.4%,26,$304k,12.2%,24,$271k,7.1%,15,$253k,-2.7%,27,$260k,15%,19,
4587,paynesville,3880, 3_house,$550k,57 days,-,91,1.23m,362k,425,$550k,27%,91,$433k,18.6%,91,$365k,1.4%,76,$360k,2.9%,67,$350k,-,76,
4588,paynesville,3880, 4_house,$650k,40 days,-,35,1.42m,435k,450,$650k,39.8%,35,$465k,16.3%,57,$400k,-11.1%,32,$450k,11.1%,34,$405k,-8%,31,
4589,paynesville,3880, 2_unit,$350k,-,-,10,515k,205k,320,$350k,-,10,N/A,-,5,N/A,-,9,N/A,-,3,N/A,-,7,
4590,paynesville,3880, 3_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
4591,raymond-island,3880, 2_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4592,raymond-island,3880, 3_house,$603k,-,-,12,1.2m,162k,,$603k,39.3%,12,$433k,-,20,$433k,20.9%,15,$358k,-17.3%,14,$433k,27.4%,14,
4593,raymond-island,3880, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4594,raymond-island,3880, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4595,nicholson,3882, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4596,nicholson,3882, 3_house,$640k,-,-,11,855k,300k,,$640k,-,11,N/A,-,6,N/A,-,3,N/A,-,6,N/A,-,8,
4597,nicholson,3882, 4_house,$763k,62 days,-,12,1m,332k,,$763k,28.2%,12,$595k,20.2%,13,$495k,-5.4%,10,$523k,-,14,N/A,-,6,
4598,nicholson,3882, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4599,nicholson,3882, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4600,nicholson,3882, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4601,bruthen,3885, 3_house,$398k,-,-,10,575k,245k,,$398k,20.6%,10,$330k,-,11,N/A,-,9,$259k,-,10,N/A,-,7,
4602,bruthen,3885, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4603,bruthen,3885, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4604,buchan,3885, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4605,buchan,3885, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4606,buchan,3885, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4607,mossiface,3885, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4608,tambo-upper,3885, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4609,wiseleigh,3885, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4610,wiseleigh,3885, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4611,wiseleigh,3885, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4612,newmerella,3886, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4613,newmerella,3886, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4614,newmerella,3886, 4_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4615,newmerella,3886, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4616,wairewa,3887, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4617,bendoc,3888, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4618,bendoc,3888, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4619,bonang,3888, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4620,bonang,3888, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4621,jarrahmond,3888, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4622,marlo,3888, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
4623,marlo,3888, 4_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4624,marlo,3888, 2_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4625,orbost,3888, 2_house,$260k,-,-,12,350k,77k,,$260k,-,12,N/A,-,9,N/A,-,4,N/A,-,3,N/A,-,6,
4626,orbost,3888, 3_house,$285k,42 days,-,39,600k,170k,,$285k,11.8%,39,$255k,13.3%,67,$225k,15.4%,31,$195k,17.5%,26,$166k,-9.8%,27,
4627,orbost,3888, 4_house,-,-,-,8,,,,,,,,,,,,,,,,,,,
4628,bemm-river,3889, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4629,bemm-river,3889, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4630,club-terrace,3889, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4631,club-terrace,3889, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4632,club-terrace,3889, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4633,cann-river,3890, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4634,cann-river,3890, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4635,cann-river,3890, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4636,genoa,3891, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4637,genoa,3891, 3_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4638,mallacoota,3892, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4639,mallacoota,3892, 3_house,$592k,107 days,-,17,1.2m,408k,,$592k,35.2%,17,$438k,5.5%,24,$415k,12.2%,19,$370k,6.3%,11,$348k,0.9%,14,
4640,mallacoota,3892, 4_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4641,mallacoota,3892, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4642,cobungra,3898, 4_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4643,dinner-plain,3898, 2_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4644,dinner-plain,3898, 3_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
4645,dinner-plain,3898, 4_house,$977k,-,-,12,1.69m,810k,,$977k,-,12,N/A,-,8,N/A,-,8,N/A,-,2,N/A,-,4,
4646,dinner-plain,3898, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4647,dinner-plain,3898, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4648,omeo,3898, 2_house,-,-,-,4,,,,,,,,,,,,,,,,,,,
4649,omeo,3898, 3_house,-,-,-,9,,,,,,,,,,,,,,,,,,,
4650,bumberrah,3902, 3_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4651,bumberrah,3902, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4652,johnsonville,3902, 2_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4653,johnsonville,3902, 3_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4654,johnsonville,3902, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4655,swan-reach,3903, 3_house,-,-,-,6,,,,,,,,,,,,,,,,,,,
4656,swan-reach,3903, 4_house,$730k,181 days,-,11,1.14m,525k,,$730k,-,11,N/A,-,9,N/A,-,8,N/A,-,5,N/A,-,8,
4657,swan-reach,3903, 5_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4658,swan-reach,3903, 3_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4659,metung,3904, 2_house,$425k,-,-,10,595k,155k,,$425k,-,10,N/A,-,8,N/A,-,5,N/A,-,7,$245k,-,11,
4660,metung,3904, 3_house,$625k,150 days,-,42,1.075m,465k,450,$625k,25%,42,$500k,22%,61,$410k,-7.9%,35,$445k,13.2%,30,$393k,-4.1%,48,
4661,metung,3904, 4_house,$869k,57 days,-,22,1.45m,625k,,$869k,36.9%,22,$635k,33.7%,21,$475k,-9.4%,14,$524k,-0.2%,10,$525k,-5.9%,19,
4662,metung,3904, 5_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4663,metung,3904, 1_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
4664,metung,3904, 3_unit,-,-,-,4,,,,,,,,,,,,,,,,,,,
4665,kalimna,3909, 2_house,-,-,-,2,,,,,,,,,,,,,,,,,,,
4666,kalimna,3909, 3_house,$493k,88 days,-,32,1.36m,320k,,$493k,24.8%,32,$395k,-,36,N/A,-,9,$323k,-,19,$323k,22.8%,21,
4667,kalimna,3909, 4_house,-,-,-,7,,,,,,,,,,,,,,,,,,,
4668,kalimna,3909, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4669,kalimna,3909, 1_unit,-,-,-,1,,,,,,,,,,,,,,,,,,,
4670,lake-bunga,3909, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4671,lake-bunga,3909, 3_house,-,-,-,5,,,,,,,,,,,,,,,,,,,
4672,lake-bunga,3909, 4_house,-,-,-,3,,,,,,,,,,,,,,,,,,,
4673,lake-bunga,3909, 5_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4674,lake-tyers-beach,3909, 2_house,-,-,-,1,,,,,,,,,,,,,,,,,,,
4675,lake-tyers-beach,3909, 3_house,$545k,-,-,14,1.375m,250k,,$545k,17.7%,14,$463k,38.2%,21,$335k,-,19,N/A,-,6,$328k,-4.4%,15,
